year,stage_no,date,start,finish,distance_km,type
2025,21,2025-07-27,Mantes-la-Ville,Paris,132.3,Flat stage
2026,1,2026-07-04,Barcelona (Spain),Barcelona (Spain),19.6,Team time trial
2026,2,2026-07-05,Tarragona (Spain),Barcelona (Spain),168.5,Hilly stage
2026,3,2026-07-06,Granollers (Spain),Les Angles,195.9,Mountain stage
2026,4,2026-07-07,Carcassonne,Foix,181.9,Hilly stage
2026,5,2026-07-08,Lannemezan,Pau,158.3,Flat stage
2026,6,2026-07-09,Pau,Gavarnie-Gèdre,186.2,Mountain stage
2026,7,2026-07-10,Hagetmau,Bordeaux,175.1,Flat stage
2026,8,2026-07-11,Périgueux,Bergerac,180.4,Flat stage
2026,9,2026-07-12,Malemort,Ussel,154.6,Hilly stage
2026,10,2026-07-14,Aurillac,Le Lioran,166.6,Mountain stage
2026,11,2026-07-15,Vichy,Nevers,161.3,Flat stage
2026,12,2026-07-16,Circuit de Nevers Magny-Cours,Chalon-sur-Saône,179.1,Flat stage
2026,13,2026-07-17,Dole,Belfort,205.8,Hilly stage
2026,14,2026-07-18,Mulhouse,Le Markstein Fellering,155.3,Mountain stage
2026,15,2026-07-19,Champagnole,Plateau de Solaison,183.9,Mountain stage
2026,16,2026-07-21,Évian-les-Bains,Thonon-les-Bains,26.1,Individual time trial
2026,17,2026-07-22,Chambéry,Voiron,174.7,Flat stage
2026,18,2026-07-23,Voiron,Orcières-Merlette,185.2,Mountain stage
2026,19,2026-07-24,Gap,Alpe d'Huez,127.9,Mountain stage
2026,20,2026-07-25,Le Bourg-d'Oisans,Alpe d'Huez,170.9,Mountain stage
2026,21,2026-07-26,Thoiry,Paris,133.0,Flat stage
